SMILES,MW (desalted),ClogP,HBD,TPSA,RotBonds
Cc1nc(C2CN(C(=O)NC3CCc4[nH]ncc4C3)CCO2)no1,332.358,-0.894,2,109.17,2
Cc1nc2ccc(C(=O)N(C)CC(=O)N3CCC(C(=O)O)CC3)cc2nc1C,384.429,0.289,1,103.7,4
CN1CCO[C@@H](CNC(=O)Cn2cc(Cl)cn2)[C@@H]1c1cncn1C,352.819,0.062,1,77.21,5
COCCN1CCOc2ccccc2C1C(=O)O,251.278,0.27,1,59.0,4
Cc1nc(-c2ccccc2NC(=O)N2CCC(CN(C)C)C2)no1,329.397,0.585,1,74.5,4
CC1CCCN(C(=O)c2cccc(OCC3CCCO3)c2)C1CN,332.437,2.539,1,64.79,5
O=C(CCc1ccccc1O)N1CCC(C(=O)N2CCCCC2)CC1,344.448,0.019,1,60.85,4
NC(=O)NC(=O)CCNC(=O)C1CCCCN1C(=O)c1ccco1,336.343,-0.182,3,134.74,5
CC(C)OCC(=O)NC1CCCCN(CC(=O)O)C1=O,286.324,0.914,2,95.94,6
Cc1nc(CNC(=O)N2CC3(CCC3)C2C2CCOCC2)no1,320.387,-0.004,1,80.49,3
Cc1ccc(C)c(CC(=O)N2CCOCC2CC(=O)O)c1,291.342,2.208,1,66.84,4
Cc1cc(C(=O)N(CCC(=O)O)CC2CCCO2)ncn1,293.318,0.046,1,92.62,6
CO[C@@H]1C[C@H](c2nnc(C)o2)N(C(=O)c2cc(Cl)sc2Cl)C1,362.232,1.187,0,68.46,3
O=C1CC2(CCN(C(=O)C3NCCOc4ccccc43)CC2)CN1,329.394,-0.189,2,70.67,1
COc1ccc2c(c1)C1(CC1)CN(C(=O)NCc1cnc(C3CC3)o1)C2,353.415,1.854,1,67.6,4
C=CCn1cc(CNC(=O)N2CCCN3c4ccccc4CC3C2)nn1,352.433,1.367,1,66.29,4
Cc1ccc(C(=O)N2CCOC(CC(=O)O)C2)c(O)c1,279.288,0.895,2,87.07,3
O=C(O)C1CCCCN1C(=O)c1cnc(-c2ccccn2)s1,317.363,1.334,1,83.39,3
CNC(=O)c1cccc(CCC(=O)N2CCC(C(=O)O)CC2)c1,318.368,-0.72,2,86.71,5
CC(NC(=O)N1CCC2(CC1)OCCc1ccccc12)c1ccc2[nH]ncc2c1,390.478,2.433,2,70.25,2
Cc1nc(CCNC(=O)N2CC3(CCC3)C2C2CCOCC2)c(C)o1,347.452,0.561,1,67.6,4
O=C(O)C1CCCN1C(=O)c1ccc(CCC(F)(F)F)cc1,315.288,2.084,1,57.61,5
COC1CCC(NC(=O)c2cccc(OCC(=O)O)c2)C1,293.315,1.178,2,84.86,6
Cc1ccccc1[C@H]1C[C@H](NC(=O)N[C@@H]2CCO[C@H]2c2ccnn2CC2CC2)C1,394.51,2.975,2,68.18,6
Cc1nc(CNC(=O)N[C@@H]2CCO[C@H]2c2ccnn2CC2CC2)no1,346.384,-0.452,2,107.1,6
CC(=O)N1CCC2C(C1)NC(=O)N2C1CCN(CC2CCC(C)(C)CC2)CC1,390.563,1.609,1,55.89,3
CCc1nc(C)c(C(=O)N2C[C@H](C(=O)O)[C@H](c3ccccc3)C2)s1,344.428,2.432,1,70.5,4
Cc1c([C@H]2[C@H](CNCc3ccsc3C(F)(F)F)CC(=O)N2C)cnn1C,386.435,1.816,1,50.16,6
COCCOc1ccc(NC(=O)[C@@H]2CCCN2C)cc1Cl,312.792,2.378,1,50.8,6
Cn1ccc(CNC(=O)C2CCC(=O)N(C3CC3)C2c2ccnn2C)c1,355.434,0.203,1,72.16,5
COC1(C)CCCN(C(=O)NCc2ccc(C(=O)O)cc2)CC1,320.383,1.919,2,78.87,4
Cc1cnn(CC(=O)N2CCOCC2c2ncn(CC(F)(F)F)n2)c1,358.319,-0.851,0,78.07,5
CC(=O)NCC1CN(Cc2cc(C)on2)CCCO1,267.324,-0.62,1,67.6,4
COc1cccc(CNC(=O)N2CCC(c3nc(C)no3)CC2)n1,331.37,0.591,1,93.38,4
CN1C(=O)CCC(c2nc(C(C)(C)NS(C)(=O)=O)no2)C1c1ccccc1,392.473,-0.224,1,105.4,4
O=C(Nc1cnn(C2CCC2)c1)N1CCC(c2cccc(F)c2)CC1,342.411,2.906,1,50.16,3
CC(=O)N1CCC2C(C1)NC(=O)N2C1CCN(Cc2ccncc2Cl)CC1,391.895,-0.821,1,68.78,3
COCC1(C(=O)O)CCCN1S(=O)(=O)c1ccc(OC)c(Cl)c1,363.814,2.398,1,93.14,5
Cc1nc(-c2ccc(C(=O)N3CC(N4CCC(O)C4)C3)cc2)cs1,343.443,1.399,1,56.67,3
Cc1c(C(=O)N2CCOCC2C(=O)O)cnn1C(C)C,281.308,0.186,1,84.66,3
O=C(O)C1CCN(C(=O)NCCc2cccc(C(F)(F)F)n2)CC1,345.317,0.734,2,82.53,5
Cc1nc(C(F)(F)F)ccc1NC(=O)N1CCC(Oc2ccc(C#N)cn2)C1,391.347,2.309,1,91.14,4
Cn1cnc(C(=O)N2CCC(Nc3cccnn3)CC2)c1,286.332,-0.946,1,75.94,3
CS(=O)(=O)c1ccc(CNC(=O)NC2CCc3ncnn3C2)cc1,349.408,-0.8,2,105.98,4
Cn1nccc1CCC(=O)N1CCOCC1CC(=O)O,281.308,-0.655,1,84.66,5
CN(C)c1nccc(N2CCCC(c3nncn3C)C2)n1,287.363,0.278,0,62.97,3
Cc1c([C@H]2[C@H](CNC(=O)NCc3c(C4CC4)cnn3C)CC(=O)N2C)cnn1C,399.49,-0.485,2,97.08,6
Cc1cc(C(=O)N2CCCC2C(=O)NCc2ccco2)no1,303.313,0.432,1,88.58,4
CC(=O)N1CCN(C(=O)C(C)Oc2ccc(-c3nnco3)cc2)CC1,344.365,-0.035,0,88.77,4
COCc1cccc(CC(=O)N2CCc3ccccc3C2C(=O)O)c1,339.385,2.684,1,66.84,5
FC(F)(F)c1cccnc1NC[C@H]1CC[C@@H](c2nc(C3CC3)n[nH]2)O1,353.342,2.538,2,75.72,6
Cc1cc(S(=O)(=O)N2CCOC(C(=O)O)C2)ccc1C#N,310.326,0.957,1,107.7,2
CCCNC(=O)CN1CCC(NC(=O)c2ccon2)CC1,294.349,0.033,2,87.47,6
CC(Cn1cncn1)NC(=O)N[C@H]1c2ccccc2C[C@H]1O,301.344,0.354,3,92.07,4
CCC(Cc1ccc(F)cc1)NC(=O)N1CCC[C@@H]1CS(C)(=O)=O,356.455,2.142,1,66.48,6
COc1cc(CNC(=O)N2CCC(O)(C3CC3)CC2)ccc1OC1CCCC1,388.5,2.385,2,71.03,6
CC(=O)N1CCC2C(C1)NC(=O)N2C1CCN(Cc2ccc(Cl)s2)CC1,396.935,0.28,1,55.89,3
Cc1nc(CNC(=O)N2CC(c3cccc(C(F)(F)F)c3)OC(C)(C)C2)no1,398.38,2.475,1,80.49,4
CC(C)CC1C(=O)NCCCN1C(=O)c1ncn(C)n1,279.338,-0.37,1,80.12,3
CC(=O)N1CCC2C(C1)NC(=O)N2C1CCN(Cc2cc(F)ccc2F)CC1,392.443,0.165,1,55.89,3
COCCOc1ncccc1NC(=O)N1CCCC(F)(F)CC1,329.342,2.008,1,63.69,5
CCn1cc(C(=O)Nc2cnn(C(C)(C)C(=O)O)c2)cn1,291.306,0.183,2,102.04,5
CS(=O)Cc1cccc(C(=O)N2CCCC(CCC(=O)O)C2)c1,337.434,-0.321,1,74.68,6
Cc1cnn(CCC(=O)N2CCOCC2c2ncn(CC(F)(F)F)n2)c1,372.346,-0.798,0,78.07,6
O=C(c1ccccn1)N1CCC2C(C1)NC(=O)N2C1CCN(CC2CC2)CC1,383.487,-0.505,1,68.78,4
CC(C)Oc1ccc(C(=O)O)cc1NC(=O)C1CCOC(C)C1,321.368,1.637,2,84.86,5
O=C(C1CC1)N1CCC2C(C1)NC(=O)N2C1CCN(CC2(O)CCC2)CC1,376.493,-0.997,2,76.12,4
C[C@@H]1C[C@H](CO)CCN1C(=O)c1ccc2c(c1)[nH]c(=O)n2C1CC1,329.394,1.289,2,72.88,3
Cn1cc(C2CCN(C(=O)NC3CCCOc4cc(F)ccc43)CC2)cn1,372.437,2.548,1,59.39,2
CC(=O)Nc1ccc(C(=O)Nc2cnn(C(C)(C)C(=O)O)c2)cc1,330.339,0.707,3,113.32,5
CN1CCO[C@@H](CNC(=O)NCc2ccc(Cl)s2)[C@@H]1c1cnn(C)c1,383.896,1.615,2,71.42,5
CNC(=O)C1(COC)CCCN1C(=O)c1cc(COC)cs1,326.411,0.555,1,67.87,6
CN(CCC1CCCCC1)C(=O)c1ccc(C(=O)O)nc1,290.357,2.941,1,70.5,5
Cn1cncc1CN1CCN(c2ccc3nncn3n2)CC1,298.346,-0.541,0,67.38,3
COCc1nnc(CNC(=O)N2CCO[C@H](c3cccc(Cl)c3)[C@H]2C)[nH]1,379.841,0.925,2,92.37,5
CS(=O)(=O)CC1CCCCN1C(=O)Nc1cccc(N2CCCCCC2)c1,393.543,2.402,1,69.72,4
COc1cnccc1C(C)NC(=O)N1CCCC(OC2CCC2)C1,333.425,2.04,1,63.69,5
CC(=O)N1CCN(C(=O)C(C)Oc2ccccc2-c2nnco2)CC1,344.365,-0.595,0,88.77,4
CCOCC1CCN(C(=O)Nc2cccn(CC(F)(F)F)c2=O)C1,347.333,-0.467,1,61.88,6
O=C(O)CN1CCC2(CCCN(Cc3ccccc3)C2)C1,288.385,0.55,1,43.78,4
COCCOc1ncccc1NC(=O)N1CCC(C)(N2CCOCC2)CC1,378.466,1.336,1,76.16,6
Cc1nnc([C@@]23COC[C@@H]2CN(C(=O)c2c(F)cccc2F)C3)o1,335.305,-0.804,0,68.46,2
CCn1nccc1NC(=O)NC1CCc2cn[nH]c2C1,274.322,0.402,3,87.63,3
CCn1nncc1C(=O)N1CCCC(n2ncc(N(C)C(C)C)cc2=O)C1,373.453,-0.248,0,86.93,5
Cc1cccc(Cl)c1S(=O)(=O)NCC1CNCCCO1,318.82,1.859,2,67.43,3
CCn1ccc(CNC(=O)N2CC(c3ccccc3)C3COCCC32)n1,354.446,1.58,1,59.39,4
CCCn1cc(C(=O)N2CCCCC2CCC(=O)O)cn1,293.361,1.476,1,75.43,6
Cc1noc([C@H]2C[C@@H](O)CN2C(=O)NCc2cn(C)nc2C(F)(F)F)n1,374.318,-0.785,2,109.31,4
CCc1onc(C)c1NC(=O)N1CCCC(C(N)=O)C1,280.323,-0.621,2,101.46,3
CCc1noc(C)c1CNC(=O)NC[C@@H]1OCCN(C)[C@H]1c1cnn(C)c1,376.453,0.314,2,97.45,6
O=C(O)C1c2ccccc2CCN1C(=O)CCOC1CCOCC1,333.379,1.036,1,76.07,5
Cc1ccc(F)c(OCC(=O)N2CCOC(C(=O)O)C2)c1,297.279,1.616,1,76.07,4
Cc1noc([C@@H]2[C@@H](C)OCCN2C(=O)Cc2ccoc2)n1,291.302,0.119,0,81.6,3
Cc1cnn(CCC(=O)N2CC[C@H](O)C[C@@H]2C)c1,251.325,-0.538,1,58.36,3
COc1cccc(C2CN(C(=O)c3ccc(=O)n(C)c3)CCO2)c1,328.362,0.381,0,59.08,3
Cn1cnc(-c2ccc(C(=O)N[C@@H]3CCC[C@@H]3N3CCC(O)C3)cc2)n1,355.434,0.808,2,83.28,4
CCn1cnc2c1CCN(Cc1ccc(OC(F)F)cc1)C21CCOCC1,377.428,2.13,0,39.52,5
Cc1cc(CNC(=O)N(C)C2CCCN(c3ccccc3)C2=O)[nH]n1,341.408,2.102,2,81.33,4
Cc1cnc(NC[C@H]2CC[C@@H](c3ncn[nH]3)O2)nc1,260.295,0.595,2,88.61,4
CC(C)(C)C(=O)NCC(=O)N1CCOCC1c1noc(-c2ccccc2)n1,372.418,1.15,1,97.56,5
CO[C@@H]1C[C@@H](c2nnc3n2CCC3)N(Cc2ccc3cn[nH]c3c2)C1,338.407,0.369,1,71.86,4
Fc1ccccc1CC1CN(Cc2cncnc2)C1,257.306,1.677,0,29.02,4
O=C(Nc1ccc(C(=O)N2CCC(C(=O)O)CC2)cc1)c1ccoc1,342.346,0.436,2,99.85,4
CCOc1cc(C(=O)N2C[C@@H]3COCC[C@]3(C(=O)NC)C2)n[nH]1,322.36,0.628,2,96.55,4
CCc1c(C(=O)NCCN2C(=O)CNC2=O)cnn1C(C)(C)C,321.375,0.307,2,96.33,6
Cc1cc(CNC(=O)N2CC(F)CC2CO)ccc1F,284.302,2.052,2,52.57,3
COc1ccccc1CCNS(=O)(=O)N1CCC(C(=O)O)CC1,342.411,0.68,2,95.94,5
Cc1nc(C2CN(C(=O)c3ccoc3)CCO2)no1,263.249,-0.873,0,81.6,2
Cc1cc(C(=O)N2CCCC2C(=O)NCc2ccco2)on1,303.313,0.432,1,88.58,4
CO[C@H]1C[C@H](c2nnc(C)o2)N(C(=O)Nc2cc(C(C)(C)C)on2)C1,349.385,-0.225,1,106.52,4
COc1ccc(CNC[C@H]2C[C@H](c3nc(C)no3)C[C@H]2O)cn1,318.371,0.302,2,93.3,6
CC(=O)c1c[nH]c(C(=O)N(C)C2CCCN(Cc3ccccc3)C2)c1,339.431,2.235,1,56.41,5
COc1cccc(C2(NC(=O)NCc3nccc(C(F)F)n3)CCC2)c1,362.374,1.451,2,76.14,6
CNC(=O)[C@]12CCOC[C@H]1CN(C(=O)c1ocnc1C1CC1)C2,319.356,-0.112,1,84.67,3
COCc1n[nH]c([C@H]2CN(C(=O)c3cccc(CO)c3)C[C@@H]2C2CC2)n1,356.419,-0.221,2,91.34,6
Cn1cnnc1C1CCCN(C(=O)CNC(=O)c2ccc3c(c2)OCO3)C1,371.39,-0.359,1,98.58,4
C[C@@H]1CN(Cc2ccc(C(=O)O)cc2F)CCN1S(C)(=O)=O,330.375,0.123,1,77.92,3
CC(NC(=O)N[C@H]1c2ccccc2C[C@H]1O)c1cccc(F)c1F,332.345,2.805,3,61.36,3
Cn1cc(C(N)=O)cc1C(=O)N1CCCCCC1c1ccc(Cl)cc1,359.85,3.336,1,68.33,3
CC(C)c1ccc(C(=O)N2CCC(O)(C(F)F)CC2)c(O)c1,313.34,1.579,2,60.77,3
CCc1ccccc1CN1CCC2(CC1)Cn1nc(C(=O)NC)cc1CO2,368.473,1.524,1,59.39,4
Cc1n[nH]c(C)c1C1COCCN1C(=O)CCc1nc2ccccc2[nH]1,353.418,0.572,2,86.9,4
COc1cccc(C2(NC(=O)NCc3cnc(C(F)(F)F)nc3)CCC2)c1,380.364,2.206,2,76.14,6
CNC(=O)[C@]12CCOC[C@H]1CN(C(=O)Cn1ccc(C)cc1=O)C2,333.382,0.763,1,78.95,3
Cc1ncsc1CN(C)C(=O)N[C@H]1CCCNC1,268.378,0.526,2,57.26,3
O=C(Nc1ccc(=O)n(Cc2cccc(F)c2)c1)C1CCCOC1,330.353,1.686,1,58.64,4
Cc1c(C(=O)O)cnn1-c1cccc(NC(=O)CC2CCN(C)C2)c1,342.392,-0.147,2,87.46,5
O=C(NCC1CCCN1CC(F)F)Nc1ccncc1F,302.295,1.96,2,57.26,5
CCOCCC(=O)N1CCOC2(CCN(c3ccc(C#N)cn3)CC2)C1,358.435,0.542,0,78.69,5
O=C(CN1CCCC1=O)Nc1cnn(CC2CCCO2)c1,292.334,-0.201,1,76.46,5
O=C1Nc2ccccc2CC1CCC(=O)N1CCN(c2nc[nH]n2)CC1,354.406,1.195,2,94.22,4
O=C(NCCc1ccccn1)C1CCCN1C(=O)Cc1cccs1,343.443,1.33,1,62.3,6
CC(C)(C(=O)O)n1cc(NC(=O)c2ccc3c(c2)OCCO3)cn1,331.323,1.394,2,102.68,4
CCn1ccnc1C(=O)NC1CCc2ccc(F)cc21,273.305,2.856,1,46.92,3
C[C@@H]1COCCN1C(=O)NC1CCCN(Cc2nccn2C)C1=O,335.401,0.241,1,79.7,3
Cn1nc(CNC(=O)[C@@H]2COCC[C@@H]2c2ccccc2)cc1C1CC1,339.431,1.888,1,56.15,5
CN(CCc1ccncc1)C(=O)NC1CCCN(Cc2ccccc2)C1,352.473,2.813,1,48.47,6
NC(=O)CC1(O)CCCN(C(=O)Cc2cccc3cccnc23)C1,327.378,0.219,2,96.52,4
Cc1ccc(C(=O)N2CCCC(c3n[nH]c(=O)o3)C2)cn1,288.302,0.273,1,83.89,2
Clc1cnc(NC[C@H]2CC[C@@H](c3ncn[nH]3)O2)nc1,280.714,0.857,2,88.61,4
Cc1cccnc1CNC(=O)C1CCCN(C(=O)Cc2ccccc2)C1,351.442,2.012,1,62.3,5
Cc1noc([C@@H]2C[C@@H](O)[C@@H](CNCc3cnn(C(C)(C)C)c3)C2)n1,333.429,0.331,2,89.0,6
Cc1nc2ccc(C(=O)Nc3cnn(C(C)(C)C(=O)O)c3)cc2nc1C,353.375,1.814,2,110.0,4
CCC(C)C(=O)N1CCC(Oc2ccc(C(=O)N(C)C)cn2)CC1,333.425,0.305,0,62.74,5
COCc1n[nH]c([C@H]2CN(Cc3nnnn3C)C[C@@H]2C2CC2)n1,318.377,-0.463,1,97.64,6
O=C(c1ccc(OC(F)F)nc1)N1CCOCC1c1nc[nH]n1,325.271,0.46,1,93.23,4
Cc1cc(NC(=O)N2CCCC2c2ccc(O)cc2)cn2ccnc12,336.388,2.708,2,69.87,2
NC(=O)CC1(O)CCCN(C(=O)Cc2ncccc2F)C1,295.309,-0.938,2,96.52,4
CNC(=O)CC1(O)CCCN(C(=O)c2n[nH]c3ccccc23)C1,316.355,0.208,3,98.32,3
CO[C@H]1C[C@H](c2nnc(C)o2)N(C(=O)Nc2nnc(C(C)(C)C)s2)C1,366.439,0.049,1,106.27,4
Cc1ccc(F)cc1C(=O)Nc1cccc(-c2nnc[nH]2)c1,296.299,2.301,2,70.67,3
CS(=O)(=O)C[C@H]1CCCN1C(=O)NC1CCN(Cc2ccc(F)cc2)C1=O,397.464,1.098,1,86.79,5
CC(=O)N(CC(=O)O)CC1CN(C(=O)C2CCCO2)CCO1,314.334,0.104,1,96.38,5
O=C(NC[C@@H]1C[C@@H](c2nnc[nH]2)C[C@@H]1O)c1cc(F)ccc1Cl,338.765,-0.007,3,90.9,4
Cc1cnc(C(=O)N2CCCNC(=O)C2CC(C)C)cn1,290.361,0.731,1,75.19,3
O=C(c1ccc2c(c1)CCN2)N(Cc1ccsc1)C1CC12CCNCC2,367.508,2.782,2,44.37,4
CC(O)(C(=O)NCc1ccc(C(F)F)cc1)C1CC1,269.287,1.854,2,49.33,5
CO[C@@H]1CN(Cc2ccc(C3CC3)cc2)C[C@H]1c1c[nH]nn1,298.383,2.056,1,54.04,5
COc1ccccc1N1CCC(NC(=O)Cc2cc(F)ccc2F)C1=O,360.355,2.925,1,58.64,5
O=C(NCc1nnc2ccccn12)N1CCCC1c1ccccn1,322.364,0.239,1,75.42,3
COCC(C)C(=O)N1CCCN(Cc2ccccc2)CC1,290.401,2.168,0,32.78,5
CNC(=O)C1(COC)CCCN1C(=O)c1ccc(C(=O)N2CCOCC2)cc1,389.445,-0.115,1,88.18,5
Cc1ccncc1C(=O)N1CCCC(CCC(=O)O)C1,276.331,0.829,1,70.5,4
Cc1nnc([C@H]2OCC[C@H]2CNC(=O)c2ccncc2C)[nH]1,301.344,-0.588,2,92.79,4
NC(=O)NC1CCN(C(=O)CNC(=O)c2cccc(F)c2)CC1,322.335,-0.932,3,104.53,4
Cc1cc(C(=O)CCC(=O)NC(C(=O)O)c2ccc3c(c2)CCO3)c(C)s1,387.449,3.314,2,92.7,7
CCc1noc(C)c1NC(=O)N1CCCS(=O)(=O)CC1C1CC1,341.426,-0.741,1,92.51,3
Cn1cnc(CNC(=O)C2CCCN(C(=O)Cc3ccccc3)C2)n1,341.408,0.176,1,80.12,5
Cc1noc(C)c1CNC(=O)N1CCC(c2nc3ccccc3[nH]2)CC1,353.418,1.487,2,87.05,3
CC1OCCCC1C(=O)N(CCC(=O)O)Cc1ccccc1,305.369,2.375,1,66.84,6
Fc1cccc(Cl)c1CC1CN(Cc2cncnc2)C1,291.751,2.39,0,29.02,4
Cc1ccn(-c2ccc(C(=O)N3CCCC(CCC(=O)O)C3)cc2)n1,341.404,2.021,1,75.43,5
CNC(=O)[C@]12CCOC[C@H]1CN(C(=O)c1ccc3c(c1)CCOC3)C2,344.405,0.573,1,67.87,2
Cc1cc(C(=O)NC[C@H]2C[C@H](c3nncn3C)C[C@H]2O)ccc1Cl,348.827,0.924,2,80.04,4
Cn1nc(C(F)(F)F)cc1Cn1cc(-c2ccnn2C)nn1,311.266,0.902,0,66.35,4
Cc1c(C(=O)N2CCOCC2CC(=O)O)cnn1C(C)C,295.334,0.279,1,84.66,4
CC(C)CN(C)C(=O)C1CCCN(C(=O)Cc2ccccc2)C1,316.438,2.982,0,40.62,5
COc1ccc(NC(C)=O)cc1NC(=O)N1CCN(c2nc(C)cs2)CC1,389.472,1.402,2,86.8,4
CCOC1CC(NC(=O)c2cccc(=O)n2C)(C(=O)O)C1(C)C,322.356,-0.204,2,95.94,5
CCNC(=O)c1cccc(CNC(=O)C2CCCN2C(=O)c2ccccc2)c1,379.452,1.738,2,78.51,6
O=C(Cn1cnc2scc(-c3ccc(Cl)cc3)c2c1=O)NCC1CC1,373.857,3.332,1,61.77,5
CCCS(=O)(=O)NC1CCN(C(=O)c2cccn2C)CC1,313.416,-0.078,1,71.41,4
Cn1ccnc1CN1CCCC(NC(=O)N2CCC[C@@H](O)C2)C1=O,335.401,-0.31,2,90.7,3
O=C(O)CC(NS(=O)(=O)c1cnn(-c2ccccc2)c1)c1ccccc1,371.41,2.911,2,101.29,6
COCc1csc(C(=O)N2CCCC2(COC)C(=O)O)c1,313.369,0.895,1,76.07,6
Cc1cc(C)cc(OCC(=O)N2CCC(c3ccnn3C)CC2)c1,327.421,2.457,0,47.36,4
Cc1ccc(C(=O)Nc2cccc(-c3nnc[nH]3)c2)cc1S(C)(=O)=O,356.399,1.303,2,104.81,4
Cc1nc(-c2cccc(NC(=O)c3ncccc3OC(C)C)c2)no1,338.361,3.178,1,90.14,5
Cn1cnc2cc(C(=O)N3CCCC(c4nnc5n4CCC5)C3)ccc21,350.418,-0.119,0,68.84,2
CC(C)c1ncsc1C(=O)N1CCC(Cc2nc3ccccc3[nH]2)CC1,368.496,3.315,1,61.88,4
CCCNC(=O)Cn1cnc2scc(-c3ccc(Cl)cc3)c2c1=O,361.846,3.417,1,61.77,5
O=C(O)CC1(NC(=O)c2ccc3c(c2)CCC3)CCC1,273.327,2.638,2,66.4,4
CCc1ncsc1C(=O)N(CC(=O)O)C1CCOCC1,298.358,0.212,1,79.73,5
CCOc1cccc(CC(=O)NC2CCNC23CCC3)n1,289.373,1.452,2,63.25,5
C=C(C)CN1CCC(NC(=O)c2c[nH]nn2)CC1,249.312,0.369,2,73.91,4
CCc1noc(C)c1CNC(=O)C1CCc2nnc(-c3ccccc3)n2C1,365.429,1.201,1,85.84,5
COc1ccc(NC(=O)N2CCC3(C2)NC(=O)N(C(C)C)C3=O)cc1OC,376.407,0.265,2,100.21,4
C=C(C)C1OCCC1CNC(=O)N1CCC(c2ccc(OC)cc2)C1,344.448,2.604,1,50.8,5
COC(C)C(=O)N(C)Cc1ccc(C(=O)O)cc1,251.278,1.286,1,66.84,5
CC(=O)c1cc(C(=O)N(C)C2CCCN(Cc3ccccc3)C2)n(C)c1,353.458,2.422,0,45.55,5
O=C(O)C1CCN(C(=O)NCCOc2ccc(Cl)c(Cl)c2)C1,347.194,3.184,2,78.87,5
CS(=O)(=O)Nc1cccc(C(=O)N2CCc3ccccc3C2)c1,330.401,2.246,1,66.48,2
CC(C)(C)C(N)C(=O)N1CCOC(C(N)=O)C1,243.303,-0.418,2,98.65,3
Cc1cnc(NC[C@H]2CC[C@@H](c3nc(C4CC4)n[nH]3)O2)nc1,300.359,1.308,2,88.61,5
COCc1ccccc1S(=O)(=O)N[C@H](C(=O)O)c1ccccc1,335.375,1.974,2,92.7,6
O=C(NCC1CCC(c2ccccc2)CC1)N1CCC(c2ccon2)CC1,367.485,3.916,1,58.37,4
O=C(NCC1(c2ccc(F)cc2)CCOCC1)N1CCOCC(C2CCC2)C1,390.492,2.928,1,50.8,4
CN1CCN(S(=O)(=O)c2cccc3ccccc23)C(c2ccccc2)C1,366.477,4.716,0,40.62,2
O=C(O)C1CN(S(=O)(=O)c2cccc3c2OCO3)CCO1,315.299,1.064,1,102.37,2
COc1ccc(-c2noc(CNC(=O)c3cccnc3)n2)cc1,310.307,1.568,1,90.14,5
CC1OCCC1C(=O)N(CCc1ccccc1)CC(=O)O,291.342,2.525,1,66.84,6
CCOC1CN(C(=O)NCc2ccc(-n3ccnc3)cc2)C1,300.356,2.341,1,59.39,5
Cc1occc1-c1cc(NC(=O)NCC(C)CN)no1,278.307,1.69,3,106.32,5
Cc1ccc(C(=O)N2CCC(O)(C(F)(F)F)C2)cc1,273.251,1.722,1,40.54,2
Cc1nscc1C(=O)N1CCC(C(=O)O)(c2ccccc2)C1,316.375,1.678,1,70.5,3
CS(=O)(=O)c1cccc(C(=O)N2CCN(c3ncccc3C(=O)O)CC2)c1,389.426,0.749,1,107.88,4
COc1ccccc1CC(NS(=O)(=O)N1CCC(C(=O)O)CC1)C(C)C,384.49,1.917,2,95.94,6
O=C(CCc1nc(-c2ccco2)no1)N1CCC(OCc2ccncc2)C1,368.387,0.255,0,94.49,7
Cc1ccccc1C(=O)NC1CCN(C(=O)CN2C(=O)CN(C)C2=O)CC1,372.418,-0.348,1,90.03,4
CC(C)n1ccc(C(=O)NCC(C(=O)O)c2ccc(F)cc2)n1,319.331,1.62,2,84.22,6
O=C(NCC(C(=O)O)c1ccccc1)C1Cc2cc(F)ccc2O1,329.322,2.463,2,75.63,5
Cc1cccc(OCCN(C)C(=O)c2cnc(C(=O)O)cn2)c1,315.324,1.666,1,92.62,6
COCC1(C(=O)O)CCN(C(=O)c2cccc(-n3cccn3)c2)C1,329.35,0.939,1,84.66,5
NC(=O)c1cc(NC(=O)c2ccnn2CC2CCC2)ccc1F,316.33,1.116,2,90.01,5
Cn1cc(C2CC(C(=O)O)CN(C(=O)COc3ccccc3)C2)cn1,343.377,1.166,1,84.66,5
COC1(C)CCN(C(=O)c2ccc(S(C)(=O)=O)cc2)CC1,311.397,-0.275,0,63.68,3
CCOc1cc(C)ccc1NC(=O)N[C@@H]1c2ccccc2C[C@@H]1O,326.39,3.259,3,70.59,4
COc1cncc(C(=O)N2CCN(c3ccc(Cl)cc3)CC2)n1,332.785,2.509,0,58.56,3
O=C(c1cccnc1)N1CCN(C(=O)C2CCCN2C(=O)c2ccccc2)CC1,392.451,1.224,0,73.82,3
COCC1(C(=O)Nc2ccc(CC(=O)O)cc2)CCCCC1,305.369,2.578,2,75.63,6
CC(NC(=O)C(C)(C)C)C(=O)NC(C)C1CCN(Cc2ccccc2)C1,359.506,2.116,2,61.44,7
Cc1cccc(CC2(O)CCN(C(=O)c3ccc(C(C)C)cc3O)CC2)c1,367.481,3.6,2,60.77,4
Cc1nc(C(=O)N2CCN(C)Cc3ccccc32)cs1,287.38,1.646,0,36.44,1
O=C(O)c1ccccc1CN1CCn2c(nnc2C(F)(F)F)C1,326.274,1.035,1,71.25,4
Cc1ccc(NC(=O)c2ccc(NC(C)C)nc2)cc1C(=O)N1CCOCC1,382.456,2.553,2,83.56,5
O=C(CN1CCCCCCC1=O)Nc1ccccc1-n1cccn1,326.393,3.047,1,67.23,4
COc1cccc(CNC(=O)N2CCCC2C(=O)NC2CC2)c1,317.383,1.711,2,70.67,5
CO[C@H]1C[C@H](c2nnc(C)o2)N(CCOc2cccc(C#N)c2)C1,328.366,0.426,0,84.41,6
CN(c1ccccc1)C1CCN(C(=O)CCNC(=O)Cc2ccccc2)CC1,379.495,2.55,1,52.65,7
COc1ncccc1C(=O)NCc1nc(C(=O)O)cs1,293.298,1.501,2,101.41,5
